Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Student_Performance
S2493,Sara,Jones,student1493@university.com,Female,23,Engineering,93.16,89.79,91.34,92.08,90.9,98.05,91.82,91.86,A,23,Yes,Yes,Bachelor's,High,8,7.4,Excellent
S2494,Emma,Johnson,student1494@university.com,Female,19,Engineering,64.79,57.11,67.0,71.3,54.83,71.77,65.15,64.56,C,12,No,Yes,Bachelor's,Medium,6,9.0,Average
S2495,Ahmed,Davis,student1495@university.com,Male,20,Business,75.47,56.18,60.52,70.11,61.7,60.23,69.23,62.92,C,14,Yes,Yes,PhD,Medium,7,7.4,Average
S2496,Liam,Smith,student1496@university.com,Male,23,Business,79.49,69.73,61.03,68.93,50.98,84.59,53.77,63.85,C,11,Yes,Yes,PhD,Medium,10,7.1,Average
S2497,Liam,Brown,student1497@university.com,Male,23,CS,83.17,70.96,69.68,79.25,77.53,89.83,75.72,75.38,C,8,No,Yes,High School,Low,10,8.9,Average
S2498,John,Brown,student1498@university.com,Male,20,Mathematics,90.67,88.41,85.7,73.58,79.96,81.39,79.41,82.16,A,24,Yes,Yes,PhD,Medium,2,4.3,Excellent
S2499,Omar,Davis,student1499@university.com,Male,20,Business,67.9,42.51,43.64,51.55,43.29,50.18,40.37,44.57,D,8,No,Yes,,High,7,4.4,Poor
S2500,John,Davis,student1500@university.com,Female,21,Business,96.16,84.5,77.77,76.04,76.99,83.44,71.77,78.15,B,17,Yes,Yes,Bachelor's,Medium,8,6.8,Good
S2501,Emma,Williams,student1501@university.com,Male,23,CS,89.71,79.7,76.66,76.54,70.04,78.38,81.32,77.69,B,18,No,Yes,Master's,Medium,5,5.8,Good
S2502,Emma,Jones,student1502@university.com,Female,22,Mathematics,64.72,66.89,82.92,90.31,92.48,100.0,95.52,86.01,B,25,Yes,Yes,Bachelor's,Low,1,4.5,Good
S2503,John,Williams,student1503@university.com,Male,19,Engineering,96.73,68.98,75.01,73.73,80.73,81.93,82.64,76.4,B,20,No,Yes,High School,High,6,5.5,Good
S2504,Omar,Williams,student1504@university.com,Female,18,Engineering,95.91,85.55,79.98,80.57,73.16,81.65,75.17,79.71,B,21,No,Yes,PhD,Medium,3,7.4,Good
S2505,John,Jones,student1505@university.com,Female,18,CS,84.95,81.12,75.4,87.42,65.88,85.53,72.14,77.76,B,16,No,Yes,Bachelor's,Low,5,8.4,Good
S2506,Liam,Smith,student1506@university.com,Female,22,CS,86.14,81.97,75.88,81.37,86.07,78.39,84.25,80.87,B,11,Yes,Yes,PhD,High,9,4.5,Good
S2507,Sara,Williams,student1507@university.com,Female,20,Mathematics,84.02,72.49,81.64,79.1,84.67,84.78,72.99,78.32,B,26,No,Yes,High School,High,7,6.7,Good
S2508,Liam,Williams,student1508@university.com,Male,20,CS,75.03,62.89,63.69,62.38,63.93,71.11,61.35,63.63,C,8,No,Yes,PhD,Low,8,5.5,Average
S2509,Maria,Brown,student1509@university.com,Male,20,CS,79.45,67.75,58.28,66.36,63.86,58.93,58.43,62.04,C,9,No,Yes,Master's,Low,6,7.3,Average
S2510,Omar,Jones,student1510@university.com,Male,23,CS,77.86,64.28,61.58,62.55,67.19,60.14,63.92,63.15,C,14,No,Yes,High School,Low,9,6.7,Average
S2511,Omar,Johnson,student1511@university.com,Female,20,Mathematics,66.17,57.81,58.72,80.68,62.51,56.66,67.95,63.85,C,11,Yes,Yes,Bachelor's,Low,3,8.6,Average
S2512,Ahmed,Smith,student1512@university.com,Male,20,CS,50.0,39.57,38.32,45.74,30.88,49.9,33.44,39.12,F,6,Yes,Yes,Bachelor's,Low,1,4.2,Poor
S2513,Ali,Smith,student1513@university.com,Male,23,Business,93.44,98.01,90.3,90.24,93.5,100.0,96.07,94.28,A,21,Yes,Yes,Master's,Low,10,6.4,Excellent
S2514,Maria,Jones,student1514@university.com,Male,23,Mathematics,90.25,78.96,88.32,90.69,95.89,89.38,95.5,89.1,A,25,No,No,,Medium,4,5.0,Excellent
S2515,Emma,Davis,student1515@university.com,Male,22,Business,96.18,93.54,94.27,88.7,90.85,92.92,95.53,93.06,A,25,Yes,Yes,PhD,Low,8,6.7,Excellent
S2516,Omar,Davis,student1516@university.com,Female,21,Mathematics,59.9,76.94,60.99,70.3,54.48,64.31,64.39,65.94,C,20,Yes,Yes,Bachelor's,Low,6,8.3,Average
S2517,John,Brown,student1517@university.com,Female,23,Business,50.0,43.71,33.63,24.64,34.57,20.68,41.7,34.71,F,2,Yes,Yes,Master's,High,7,8.6,Poor
S2518,Maria,Brown,student1518@university.com,Male,19,Mathematics,88.03,82.4,87.71,93.92,90.0,96.51,91.48,89.44,A,26,Yes,Yes,PhD,High,9,6.0,Excellent
S2519,Ahmed,Jones,student1519@university.com,Male,20,Engineering,84.11,39.8,42.41,49.09,35.74,25.72,35.92,39.26,D,8,Yes,Yes,High School,High,2,8.1,Poor
S2520,Emma,Brown,student1520@university.com,Male,21,CS,95.87,91.3,87.99,96.0,93.54,97.53,88.71,91.51,A,22,Yes,Yes,Master's,Low,7,5.4,Excellent
S2521,Ali,Smith,student1521@university.com,Female,18,CS,72.77,40.17,46.9,48.31,56.79,26.9,49.82,45.34,D,7,No,Yes,High School,Low,4,4.0,Poor
S2522,Ali,Smith,student1522@university.com,Female,22,Mathematics,84.96,83.0,75.44,83.53,85.79,75.48,71.68,78.45,B,9,No,Yes,High School,Medium,7,8.3,Good
S2523,Ahmed,Johnson,student1523@university.com,Female,21,Business,95.26,96.15,94.04,98.1,87.83,93.15,91.64,93.88,A,25,Yes,Yes,High School,Medium,8,4.6,Excellent
S2524,Ahmed,Davis,student1524@university.com,Male,23,Engineering,94.35,81.35,77.89,78.96,83.66,84.68,76.36,79.69,B,12,No,No,PhD,Medium,2,4.1,Good
S2525,John,Jones,student1525@university.com,Female,20,Business,78.98,77.45,75.01,85.8,73.66,83.86,83.26,79.52,B,17,No,Yes,,Medium,7,5.8,Good
S2526,Omar,Williams,student1526@university.com,Female,20,CS,82.25,77.06,73.77,76.69,91.81,77.42,86.03,79.49,B,13,No,Yes,High School,Low,8,5.9,Good
S2527,Ali,Davis,student1527@university.com,Female,20,CS,86.75,78.62,82.44,83.89,83.52,91.37,97.67,85.94,B,15,No,Yes,Bachelor's,High,1,4.4,Good
S2528,Emma,Williams,student1528@university.com,Female,21,Business,78.56,65.62,58.07,62.87,67.41,54.62,83.95,66.06,C,3,No,Yes,PhD,Low,10,8.1,Average
S2529,Maria,Johnson,student1529@university.com,Female,20,Mathematics,71.37,73.75,79.01,84.9,85.06,74.37,84.28,80.04,B,17,Yes,Yes,PhD,Low,5,6.0,Good
S2530,Emma,Johnson,student1530@university.com,Male,23,Mathematics,89.41,84.67,74.44,76.69,68.96,82.88,76.37,77.51,B,14,Yes,Yes,High School,Low,9,6.4,Good
S2531,Sara,Brown,student1531@university.com,Male,21,Business,71.94,55.82,57.56,48.83,61.36,63.71,55.49,56.48,C,14,No,Yes,Bachelor's,Low,2,5.3,Average
S2532,Sara,Johnson,student1532@university.com,Male,20,CS,65.29,60.28,66.89,67.15,62.19,55.37,81.45,66.9,C,12,Yes,Yes,Master's,High,6,6.6,Average
S2533,Ahmed,Johnson,student1533@university.com,Male,18,Business,82.67,82.62,73.77,79.16,81.64,83.47,71.49,77.65,B,15,Yes,Yes,PhD,High,2,7.8,Good
S2534,John,Williams,student1534@university.com,Female,18,CS,93.89,75.23,77.71,72.18,84.76,91.61,85.87,80.11,B,16,Yes,Yes,High School,Medium,3,8.5,Good
S2535,Sara,Brown,student1535@university.com,Male,19,Business,100.0,86.82,93.23,88.11,93.22,96.14,91.61,91.15,A,26,Yes,Yes,High School,Low,6,8.9,Excellent
S2536,Ali,Johnson,student1536@university.com,Male,20,Mathematics,100.0,85.81,95.17,88.6,93.41,100.0,94.76,92.54,A,29,Yes,Yes,,Medium,5,6.1,Excellent
S2537,Emma,Davis,student1537@university.com,Male,20,Engineering,88.27,65.53,60.43,58.29,49.52,61.9,71.03,62.31,C,11,Yes,Yes,,High,4,9.0,Average
S2538,Emma,Johnson,student1538@university.com,Female,21,CS,92.93,95.84,90.62,90.77,93.11,99.12,82.1,91.08,A,27,Yes,Yes,Master's,High,7,5.5,Excellent
S2539,Ahmed,Brown,student1539@university.com,Male,21,Engineering,78.81,79.65,73.39,72.82,63.42,79.81,79.57,75.44,B,18,No,Yes,Master's,Medium,3,4.0,Good
S2540,Omar,Jones,student1540@university.com,Female,24,Mathematics,75.72,66.05,62.71,70.37,41.15,54.49,62.56,61.52,C,11,No,Yes,Master's,High,10,7.8,Average
S2541,Omar,Brown,student1541@university.com,Female,20,Business,90.4,92.36,90.79,90.08,88.36,91.36,95.84,91.82,A,27,No,Yes,Master's,High,7,4.9,Excellent
S2542,Maria,Williams,student1542@university.com,Female,19,Mathematics,82.69,79.25,70.45,79.73,74.06,73.87,76.11,75.44,B,8,Yes,Yes,High School,Low,9,4.3,Good
S2543,Ahmed,Jones,student1543@university.com,Male,20,Engineering,81.11,76.82,76.16,85.55,81.4,79.02,80.28,79.33,B,18,No,Yes,High School,Low,2,8.6,Good
S2544,Liam,Davis,student1544@university.com,Female,23,Mathematics,50.0,55.4,46.72,54.68,45.21,35.07,52.5,49.49,D,4,Yes,Yes,High School,High,5,8.0,Poor
S2545,Maria,Smith,student1545@university.com,Male,21,Mathematics,88.77,81.5,77.71,84.44,82.02,83.77,78.83,80.74,B,14,No,Yes,Bachelor's,High,1,4.5,Good
S2546,Liam,Brown,student1546@university.com,Male,20,Business,77.73,55.24,54.87,65.49,61.39,50.4,68.64,59.5,D,9,No,Yes,Master's,Medium,7,7.9,Average
S2547,Omar,Williams,student1547@university.com,Male,21,Engineering,82.7,92.25,73.77,75.9,75.83,79.63,79.54,79.73,B,12,Yes,Yes,Bachelor's,Medium,2,8.2,Good
S2548,Ahmed,Davis,student1548@university.com,Female,20,Engineering,91.12,87.27,85.08,91.51,96.14,100.0,98.68,91.8,A,22,No,Yes,PhD,High,5,8.5,Excellent
S2549,Liam,Jones,student1549@university.com,Female,22,Engineering,77.57,60.73,59.21,79.28,58.68,54.38,60.99,62.34,C,12,Yes,Yes,PhD,Low,1,6.7,Average
S2550,Ahmed,Davis,student1550@university.com,Male,21,CS,50.72,80.6,49.85,51.83,17.27,41.04,53.61,52.91,D,2,No,Yes,High School,Low,1,7.5,Poor
S2551,Ahmed,Brown,student1551@university.com,Female,19,Mathematics,85.12,47.07,62.34,77.72,54.24,66.93,69.83,62.74,C,9,No,Yes,PhD,Medium,4,7.8,Average
S2552,Omar,Johnson,student1552@university.com,Female,22,Engineering,54.59,57.68,56.05,66.38,70.27,63.64,57.36,60.37,C,5,Yes,Yes,High School,Low,7,7.4,Average
S2553,Maria,Brown,student1553@university.com,Female,23,Mathematics,52.13,48.64,40.58,41.79,33.92,32.84,45.85,41.99,D,4,No,Yes,Master's,Low,7,7.2,Poor
S2554,Maria,Smith,student1554@university.com,Male,20,Business,93.76,96.75,91.78,99.69,81.95,96.64,88.12,92.73,A,25,No,Yes,Bachelor's,Medium,8,6.7,Excellent
S2555,Ahmed,Brown,student1555@university.com,Female,24,Business,91.85,88.94,89.63,93.15,93.36,96.47,88.77,90.9,A,20,No,Yes,High School,Medium,9,6.4,Excellent
S2556,Sara,Jones,student1556@university.com,Female,23,CS,68.9,55.17,59.05,80.7,53.66,55.45,67.56,62.32,C,9,No,Yes,,Low,4,9.0,Average
S2557,John,Jones,student1557@university.com,Male,21,CS,91.12,86.45,82.71,83.29,74.82,79.45,76.98,81.28,B,16,No,Yes,,Medium,2,5.7,Good
S2558,Omar,Brown,student1558@university.com,Female,22,Business,68.38,47.65,55.31,64.61,47.7,82.47,57.27,57.52,C,11,Yes,Yes,Master's,High,10,4.4,Average
S2559,John,Jones,student1559@university.com,Male,23,Engineering,72.74,37.11,44.57,42.1,44.22,55.26,52.68,45.36,D,1,Yes,Yes,Bachelor's,Medium,10,7.8,Poor
S2560,John,Johnson,student1560@university.com,Female,19,Business,82.16,79.9,81.35,80.93,80.11,90.26,78.68,81.23,B,20,Yes,Yes,High School,High,3,5.1,Good
S2561,Maria,Davis,student1561@university.com,Female,24,Mathematics,89.69,81.11,89.27,90.82,89.33,90.4,97.29,89.59,A,24,Yes,Yes,Master's,High,9,6.7,Excellent
S2562,Maria,Brown,student1562@university.com,Female,21,CS,71.23,64.35,55.89,75.83,59.92,72.49,70.6,65.58,C,5,Yes,Yes,Bachelor's,High,8,4.5,Average
S2563,Sara,Johnson,student1563@university.com,Female,22,CS,50.97,74.61,73.56,80.64,74.74,87.52,84.48,78.53,B,13,Yes,Yes,,Medium,6,7.1,Good
S2564,John,Davis,student1564@university.com,Female,23,Business,81.7,66.09,58.09,56.86,53.93,57.16,63.89,60.16,C,9,No,Yes,High School,Medium,3,8.7,Average
S2565,John,Davis,student1565@university.com,Female,22,Engineering,82.52,75.34,75.07,70.85,81.31,77.32,80.71,76.47,B,21,Yes,Yes,Bachelor's,Medium,10,7.6,Good
S2566,Ahmed,Johnson,student1566@university.com,Male,22,Engineering,69.11,60.74,58.46,64.53,63.89,81.86,72.11,65.44,C,10,Yes,Yes,PhD,High,8,5.1,Average
S2567,Maria,Williams,student1567@university.com,Female,23,Mathematics,89.64,87.38,90.01,87.25,87.24,91.14,95.27,89.96,A,28,No,Yes,High School,Medium,2,8.9,Excellent
S2568,John,Brown,student1568@university.com,Female,18,CS,80.88,68.02,60.58,65.16,60.0,60.54,67.16,64.01,C,7,No,Yes,PhD,Low,4,5.5,Average
S2569,Emma,Davis,student1569@university.com,Female,20,Business,61.52,21.1,55.16,84.22,79.95,75.28,75.6,61.29,C,15,Yes,Yes,Master's,Low,4,6.2,Average
S2570,Sara,Davis,student1570@university.com,Male,21,Business,86.17,76.06,70.66,78.4,74.1,77.45,78.63,75.52,B,16,No,Yes,Bachelor's,Medium,9,6.5,Good
S2571,Liam,Jones,student1571@university.com,Male,21,CS,92.83,95.79,90.85,94.54,82.05,97.62,95.03,93.02,A,20,No,Yes,Bachelor's,High,8,9.0,Excellent
S2572,Emma,Davis,student1572@university.com,Male,24,Business,67.67,62.06,58.29,64.94,51.03,53.39,64.3,60.03,C,8,No,Yes,Bachelor's,Medium,7,4.3,Average
S2573,Emma,Johnson,student1573@university.com,Female,24,CS,50.0,39.17,36.19,33.97,35.65,45.33,41.5,38.38,F,3,No,Yes,Bachelor's,Low,4,7.5,Poor
S2574,Liam,Davis,student1574@university.com,Female,24,Engineering,89.44,84.65,93.68,93.34,91.59,86.71,95.8,91.34,A,29,Yes,Yes,High School,High,7,5.8,Excellent
S2575,Omar,Williams,student1575@university.com,Male,21,Engineering,94.52,89.76,90.65,85.77,84.29,96.74,90.04,89.59,A,29,Yes,Yes,PhD,Medium,1,4.4,Excellent
S2576,Omar,Brown,student1576@university.com,Male,22,Business,97.53,86.5,87.53,92.3,97.1,96.35,83.97,89.17,A,21,No,Yes,PhD,Medium,8,8.7,Excellent
S2577,Sara,Brown,student1577@university.com,Male,24,Engineering,70.2,73.25,63.15,58.42,83.76,76.74,58.63,66.98,C,13,No,Yes,Master's,High,8,6.9,Average
S2578,Emma,Davis,student1578@university.com,Female,23,Engineering,66.53,68.27,59.31,68.54,70.02,64.02,62.07,64.58,C,13,No,Yes,Master's,High,9,7.8,Average
S2579,John,Smith,student1579@university.com,Male,20,Mathematics,61.63,55.23,76.4,81.75,82.77,69.69,81.86,74.03,B,24,Yes,Yes,Bachelor's,Low,9,5.2,Good
S2580,Maria,Smith,student1580@university.com,Female,19,CS,97.8,82.36,94.95,99.79,90.38,97.44,100.0,93.96,A,26,No,Yes,,Medium,1,7.8,Excellent
S2581,Sara,Johnson,student1581@university.com,Female,21,CS,68.65,79.45,71.83,77.1,77.83,77.71,79.73,76.91,B,19,Yes,Yes,,Low,10,8.1,Good
S2582,Ahmed,Smith,student1582@university.com,Female,23,Business,84.28,77.27,77.34,77.98,79.32,73.4,91.58,80.07,B,17,Yes,Yes,Bachelor's,Low,7,6.2,Good
S2583,Liam,Johnson,student1583@university.com,Male,20,CS,88.82,72.21,76.93,80.14,86.32,88.22,85.13,80.18,B,16,No,Yes,PhD,High,1,6.9,Good
S2584,Emma,Jones,student1584@university.com,Female,20,Mathematics,74.35,25.5,39.6,42.99,37.64,50.49,48.09,39.88,F,8,No,Yes,Master's,Medium,6,8.9,Poor
S2585,Sara,Johnson,student1585@university.com,Male,18,Business,100.0,87.72,88.83,83.02,96.93,100.0,85.17,88.93,A,26,No,Yes,High School,Low,5,8.2,Excellent
S2586,Ali,Smith,student1586@university.com,Male,23,Business,76.16,63.29,64.49,77.92,70.76,70.21,68.79,68.32,C,8,No,Yes,,Low,2,6.2,Average
S2587,Ali,Davis,student1587@university.com,Male,21,CS,73.77,86.82,77.32,74.59,76.0,79.8,76.19,78.7,B,16,No,No,Master's,High,3,7.3,Good
S2588,Omar,Jones,student1588@university.com,Male,24,Engineering,83.79,81.01,73.41,70.27,77.32,82.79,78.14,76.73,B,11,No,No,,Medium,8,7.9,Good
S2589,Liam,Smith,student1589@university.com,Female,22,Engineering,74.79,64.85,62.64,70.18,63.95,73.31,66.61,66.2,C,10,No,Yes,PhD,Medium,2,4.1,Average
S2590,Maria,Johnson,student1590@university.com,Female,24,Engineering,68.6,67.5,58.05,52.38,52.85,77.7,45.32,57.99,C,14,Yes,Yes,PhD,Low,4,6.9,Average
S2591,John,Williams,student1591@university.com,Female,20,Engineering,50.0,39.07,41.82,40.95,41.29,36.47,45.31,41.25,D,8,Yes,Yes,Bachelor's,High,3,8.9,Poor
S2592,Maria,Brown,student1592@university.com,Female,20,Mathematics,97.53,97.12,90.6,91.33,83.07,92.38,91.08,91.53,A,21,Yes,Yes,Bachelor's,Medium,7,8.7,Excellent
S2593,Maria,Smith,student1593@university.com,Male,19,Business,100.0,86.15,90.86,94.55,94.69,91.89,85.33,89.85,A,27,No,Yes,,Medium,8,8.2,Excellent
S2594,Maria,Johnson,student1594@university.com,Male,24,Engineering,70.91,59.86,60.3,71.95,59.0,71.94,66.28,64.19,C,9,Yes,Yes,,Low,4,4.5,Average
S2595,Liam,Jones,student1595@university.com,Male,18,Mathematics,95.04,52.66,72.21,91.63,72.35,73.84,78.72,72.69,B,17,Yes,Yes,Master's,Medium,6,9.0,Good
S2596,Maria,Smith,student1596@university.com,Male,20,Business,87.86,82.13,74.39,85.97,82.89,80.17,80.3,80.28,B,10,No,Yes,Bachelor's,Medium,3,7.0,Good
S2597,Ahmed,Smith,student1597@university.com,Female,20,CS,91.15,92.85,91.55,84.71,100.0,92.98,91.08,91.68,A,23,Yes,No,PhD,Medium,7,5.1,Excellent
S2598,Liam,Brown,student1598@university.com,Male,22,CS,93.59,100.0,91.6,96.7,82.25,100.0,97.97,95.22,A,25,No,Yes,Master's,Medium,8,7.4,Excellent
S2599,Ahmed,Johnson,student1599@university.com,Female,22,Mathematics,50.0,39.85,42.6,64.73,32.04,41.46,40.72,43.82,D,11,Yes,Yes,Master's,Low,7,8.3,Poor
S2600,Liam,Williams,student1600@university.com,Male,19,Business,90.88,84.09,90.15,93.1,81.3,93.0,94.11,89.57,A,26,No,Yes,High School,Medium,4,4.6,Excellent
S2601,Omar,Jones,student1601@university.com,Male,23,Engineering,86.28,76.39,76.47,86.96,86.17,78.48,80.46,80.0,B,20,No,Yes,PhD,Medium,10,8.6,Good
S2602,Sara,Johnson,student1602@university.com,Male,19,Business,98.23,90.07,89.06,92.95,88.78,95.58,98.49,92.36,A,27,No,Yes,Master's,High,9,8.6,Excellent
S2603,Ali,Jones,student1603@university.com,Male,19,Engineering,65.52,82.34,76.34,79.08,79.91,75.49,87.61,80.48,B,17,Yes,Yes,High School,Low,10,4.1,Good
S2604,Maria,Smith,student1604@university.com,Female,22,Mathematics,91.9,64.94,78.34,85.18,92.0,91.6,90.16,81.74,B,25,No,Yes,Bachelor's,Medium,8,8.5,Good
S2605,Omar,Brown,student1605@university.com,Female,24,Engineering,96.78,65.79,72.43,74.14,83.85,84.69,90.49,77.34,B,16,Yes,Yes,PhD,High,6,8.7,Good
S2606,Sara,Brown,student1606@university.com,Female,24,Mathematics,100.0,100.0,95.02,92.12,85.19,91.83,80.72,91.42,A,29,Yes,Yes,Bachelor's,Low,2,4.2,Excellent
S2607,Ali,Davis,student1607@university.com,Female,24,Business,67.9,53.88,52.68,63.18,60.76,57.32,50.96,55.42,D,8,No,Yes,High School,Medium,10,5.5,Average
S2608,Emma,Williams,student1608@university.com,Male,23,Business,98.63,88.06,95.05,93.11,97.15,93.48,92.85,92.97,A,26,Yes,No,PhD,High,7,5.9,Excellent
S2609,John,Brown,student1609@university.com,Male,22,Engineering,95.02,74.31,73.44,80.58,81.29,75.23,87.58,78.48,B,15,Yes,Yes,,Low,9,5.7,Good
S2610,Ahmed,Smith,student1610@university.com,Female,18,Business,50.0,41.94,40.89,51.42,34.54,44.82,46.63,43.59,D,6,Yes,Yes,,Medium,9,7.8,Poor
S2611,Emma,Williams,student1611@university.com,Female,21,Engineering,74.96,53.2,58.4,72.51,54.63,63.71,75.98,63.15,C,5,No,Yes,,High,9,5.8,Average
S2612,Liam,Johnson,student1612@university.com,Male,21,Business,65.12,68.28,69.31,76.4,80.37,84.15,74.94,73.88,C,19,Yes,Yes,Master's,Low,9,8.8,Average
S2613,Ali,Brown,student1613@university.com,Male,18,CS,73.99,76.91,77.7,92.94,78.22,92.89,72.98,80.46,B,13,Yes,Yes,,High,6,9.0,Good
S2614,Emma,Williams,student1614@university.com,Female,24,Engineering,72.32,85.13,79.58,90.54,73.31,79.24,72.99,80.36,B,20,Yes,Yes,Master's,High,1,5.6,Good
S2615,John,Smith,student1615@university.com,Female,21,Mathematics,75.34,63.78,53.06,65.08,48.8,78.12,60.97,60.67,D,4,Yes,Yes,Master's,Medium,6,6.5,Average
S2616,Omar,Davis,student1616@university.com,Female,23,CS,50.0,38.09,40.09,47.91,43.27,41.55,49.95,43.3,D,5,Yes,Yes,High School,High,5,6.8,Poor
S2617,Ali,Jones,student1617@university.com,Male,22,Mathematics,50.0,62.91,57.93,66.85,60.58,54.81,54.46,59.52,C,13,Yes,Yes,,Medium,7,6.9,Average
S2618,Emma,Jones,student1618@university.com,Female,21,Business,86.19,82.97,75.62,85.06,79.84,69.2,73.84,77.93,B,18,No,Yes,PhD,Medium,8,5.9,Good
S2619,Ahmed,Smith,student1619@university.com,Female,23,CS,79.82,60.22,55.12,67.95,60.09,65.97,59.89,60.6,C,8,No,Yes,Master's,High,1,4.8,Average
S2620,Ahmed,Smith,student1620@university.com,Female,22,Business,83.7,70.02,72.73,75.37,75.91,87.96,79.75,75.83,B,13,No,Yes,High School,High,10,4.3,Good
S2621,Sara,Jones,student1621@university.com,Female,23,Engineering,86.86,93.93,93.64,88.74,89.5,100.0,94.54,93.36,A,19,No,Yes,Master's,High,4,4.5,Excellent
S2622,Emma,Davis,student1622@university.com,Female,18,Mathematics,80.05,77.61,77.91,72.72,81.89,82.25,80.99,78.52,B,24,Yes,Yes,PhD,High,4,8.5,Good
S2623,Maria,Williams,student1623@university.com,Male,19,Business,50.0,68.43,47.67,42.21,43.53,40.97,42.4,48.87,D,1,Yes,No,PhD,Low,1,5.4,Poor
S2624,Emma,Jones,student1624@university.com,Female,18,Mathematics,94.81,84.32,88.37,94.03,87.4,82.11,94.22,88.86,A,29,Yes,Yes,,Medium,4,4.4,Excellent
S2625,Omar,Smith,student1625@university.com,Male,21,Mathematics,79.43,64.98,56.34,53.17,42.16,59.24,60.0,57.2,C,9,Yes,Yes,Master's,High,7,7.1,Average
S2626,Ali,Brown,student1626@university.com,Female,22,Business,100.0,95.67,92.78,85.38,94.83,98.6,81.91,90.86,A,25,No,Yes,PhD,Low,6,4.4,Excellent
S2627,Ali,Johnson,student1627@university.com,Female,23,Engineering,90.74,80.35,76.17,74.81,85.65,74.88,84.99,79.39,B,14,No,Yes,Bachelor's,High,4,4.4,Good
S2628,Omar,Davis,student1628@university.com,Female,21,Mathematics,88.88,99.92,94.16,93.16,93.27,87.36,100.0,95.56,A,28,Yes,Yes,PhD,Low,2,7.1,Excellent
S2629,Emma,Davis,student1629@university.com,Male,21,Business,92.63,72.03,79.48,76.29,82.73,88.17,72.37,77.28,B,22,Yes,Yes,PhD,Medium,7,7.0,Good
S2630,Omar,Brown,student1630@university.com,Male,19,Engineering,61.46,54.5,62.83,77.79,48.35,60.0,68.83,62.88,C,11,Yes,Yes,Master's,High,8,4.2,Average
S2631,John,Brown,student1631@university.com,Male,24,Business,67.25,70.05,75.89,78.88,82.99,80.63,81.39,77.45,B,21,No,Yes,PhD,Low,9,6.3,Good
S2632,Liam,Smith,student1632@university.com,Female,21,Engineering,69.28,68.29,54.51,55.81,64.2,57.97,54.75,58.82,D,6,No,Yes,High School,Low,9,6.2,Average
S2633,Omar,Jones,student1633@university.com,Female,19,Mathematics,65.37,68.32,57.69,71.52,44.78,58.37,53.32,59.79,C,11,No,Yes,PhD,Medium,4,6.7,Average
S2634,Ahmed,Williams,student1634@university.com,Male,22,CS,50.0,37.58,44.16,39.1,53.0,16.95,57.37,42.89,D,4,Yes,Yes,Bachelor's,High,3,7.7,Poor
S2635,Omar,Davis,student1635@university.com,Male,22,Business,86.94,87.36,88.92,99.71,83.85,95.06,94.64,91.48,A,22,Yes,No,PhD,High,5,5.4,Excellent
S2636,Ali,Davis,student1636@university.com,Female,23,Mathematics,82.6,77.11,76.14,74.68,73.11,79.9,83.9,77.74,B,22,Yes,Yes,,Medium,6,6.2,Good
S2637,Ahmed,Brown,student1637@university.com,Male,24,Business,86.29,85.01,85.83,85.74,99.63,91.71,85.45,87.54,A,28,No,Yes,Master's,Medium,8,8.0,Excellent
S2638,Ali,Jones,student1638@university.com,Female,19,Business,83.13,36.59,37.1,42.46,38.41,50.13,43.2,40.46,F,5,No,No,Bachelor's,Medium,3,8.6,Poor
S2639,Sara,Davis,student1639@university.com,Male,18,Engineering,61.12,50.62,43.76,53.05,39.64,34.13,48.32,46.06,D,3,No,Yes,High School,Low,6,8.5,Poor
S2640,Maria,Williams,student1640@university.com,Male,22,Business,80.59,79.0,83.99,87.42,90.42,87.13,91.18,85.9,B,20,Yes,Yes,PhD,Low,5,6.4,Good
S2641,Ali,Brown,student1641@university.com,Male,24,Engineering,56.59,72.71,61.6,57.83,56.12,78.9,57.2,63.56,C,16,No,Yes,PhD,Medium,7,6.6,Average
S2642,Ahmed,Williams,student1642@university.com,Female,23,Mathematics,96.06,85.18,80.22,82.59,77.73,79.37,81.69,81.53,B,18,Yes,Yes,High School,High,9,6.6,Good
S2643,Sara,Jones,student1643@university.com,Female,18,Business,68.47,79.34,58.56,57.82,59.84,62.02,56.32,62.63,C,11,Yes,Yes,PhD,Low,7,8.3,Average
S2644,Ali,Davis,student1644@university.com,Male,22,Mathematics,63.04,51.54,82.6,100.0,92.32,100.0,92.33,83.66,B,30,Yes,No,,Medium,6,8.2,Good
S2645,John,Johnson,student1645@university.com,Female,22,CS,76.98,66.25,62.11,57.06,55.61,67.26,68.65,63.35,C,11,No,No,Bachelor's,Low,9,5.6,Average
S2646,Omar,Davis,student1646@university.com,Female,23,Mathematics,97.67,90.03,92.03,88.82,92.01,100.0,97.1,92.96,A,28,No,Yes,PhD,Low,10,4.8,Excellent
S2647,Maria,Jones,student1647@university.com,Female,23,Business,82.08,59.03,61.38,60.93,54.02,64.0,61.62,60.42,C,8,No,Yes,High School,Medium,4,5.9,Average
